Id,Text,Category
27156,"You know, one of the challenges over the last decade is we've done experiments in nation building in places like Iraq and Afghanistan and we've neglected, for example, developing our own economy, our own energy sectors, our own education system.",No
27157,And it's very hard for us to project leadership around the world when we're not doing what we need to do...,No
27160,"I believe, as the president indicated, and said at the time that I supported his -- his action there.",No
27162,"I wish that, looking back at the beginning of the president's term and even further back than that, that we'd have recognized that there was a growing energy and passion for freedom in that part of the world, and that we would have worked more aggressively with our friend and with other friends in the region to have them make the transition towards a more representative form of government, such that it didn't explode in the way that it did.",No
27163,"But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support.",No
27164,"Let me step back and talk about what I think our mission has to be in the Middle East and even more broadly, because our purpose is to make sure the world is more -- is peaceful.",No
27165,We want a peaceful planet.,No
27166,"We want people to be able to enjoy their lives and know they're going to have a bright and prosperous future, not be at war.",No
27168,And the mantle of leadership for the -- promoting the principles of peace has fallen to America.,No
27169,We didn't ask for it.,No
27170,But it's an honor that we have it.,No
27171,But for us to be able to promote those principles of peace requires us to be strong.,No
27172,And that begins with a strong economy here at home.,No
27173,"Unfortunately, the economy is not stronger.",No
27175,Former chief of the -- Joint Chiefs of Staff said that -- Admiral Mullen said that our debt is the biggest national security threat we face.,Yes
27176,This -- we have weakened our economy.,Yes
27177,We need a strong economy.,No
27178,We need to have as well a strong military.,No
27179,Our military is second to none in the world.,Yes
27180,"We're blessed with terrific soldiers, and extraordinary technology and intelligence.",No
27181,But the idea of a trillion dollar in cuts through sequestration and budget cuts to the military would change that.,Yes
27182,We need to have strong allies.,No
27183,Our association and connection with our allies is essential to America's strength.,No
27184,"We're the great nation that has allies, 42 allies and friends around the world.",Yes
27186,"And if we're strong in each of those things, American influence will grow.",No
27187,"But unfortunately, in nowhere in the world is America's influence will grow.",No
27188,"But unfortunately, in -- nowhere in the world is America's influence greater today than it was four years ago.",Yes
27190,And that's because we've become weaker in each of those four...,No
27195,"Well I -- I absolutely believe that America has a -- a responsibility, and the privilege of helping defend freedom and promote the principles that -- that make the world more peaceful.",No
27196,"And those principles include human rights, human dignity, free enterprise, freedom of expression, elections.",Yes
27197,"Because when there are elections, people tend to vote for peace.",No
27198,They don't vote for war.,No
27199,So we want to promote those principles around the world.,No
27200,We recognize that there are places of conflict in the world.,No
27201,We want to end those conflicts to the extent humanly possible.,No
27202,"But in order to be able to fulfill our role in the world, America must be strong.",No
27204,"And for that to happen, we have to strengthen our economy here at home.",No
27205,You can't have 23 million people struggling to get a job.,No
27206,You can't have an economy that over the last three years keeps slowing down its growth rate.,No
27207,"You can't have kids coming out of college, half of them can't find a job today, or a job that's commensurate with their college degree.",Yes
27208,We have to get our economy going.,No
27209,"And our military, we've got to strengthen our military long-term.",No
27210,We don't know what the world is going to throw at us down the road.,No
27211,We -- we make decisions today in the military that -- that will confront challenges we can't imagine.,No
27212,"In the 2000 debates, there was no mention of terrorism, for instance.",Yes
27213,"And a year later, 9/11 happened.",Yes
27214,"So, we have to make decisions based upon uncertainty, and that means a strong military.",No
27215,I will not cut our military budget.,No
27216,We have to also stand by our allies.,No
27217,I -- I think the tension that existed between Israel and the United States was very unfortunate.,No
27218,"I think also that pulling our missile defense program out of Poland in the way we did was also unfortunate in terms of, if you will, disrupting the relationship in some ways that existed between us.",No
27219,"And then, of course, with regards to standing for our principles, when -- when the students took to the streets in Tehran and the people there protested, the Green Revolution occurred, for the president to be silent I thought was an enormous mistake.",No
27220,"We have to stand for our principles, stand for our allies, stand for a strong military and stand for a stronger economy.",No
27222,America remains the one indispensable nation.,No
27223,"And the world needs a strong America, and it is stronger now than when I came into office.",No
27224,"Because we ended the war in Iraq, we were able to refocus our attention on not only the terrorist threat, but also beginning a transition process in Afghanistan.",No
27225,It also allowed us to refocus on alliances and relationships that had been neglected for a decade.,No
27226,"And Governor Romney, our alliances have never been stronger, in Asia, in Europe, in Africa, with Israel, where we have unprecedented military and intelligence cooperation, including dealing with the Iranian threat.",Yes
27227,"But what we also have been able to do is position ourselves so we can start rebuilding America, and that's what my plan does.",Yes
27228,"Making sure that we're bringing manufacturing back to our shores so that we're creating jobs here, as we've done with the auto industry, not rewarding companies that are shipping jobs overseas.",Yes
27229,"Making sure that we've got the best education system in the world, including retraining our workers for the jobs of tomorrow.",No
27230,Doing everything we can to control our own energy.,No
27231,We've cut our oil imports to the lowest level in two decades because we've developed oil and natural gas.,Yes
27232,But we also have to develop clean energy technologies that will allow us to cut our exports in half by 2020.,No
27233,That's the kind of leadership that we need to show.,No
27234,And we've got to make sure that we reduce our deficit.,No
27235,"Unfortunately, Governor Romney's plan doesn't do it.",No
27236,"We've got to do it in a responsible way by cutting out spending we don't need, but also asking the wealthiest to pay a little bit more.",No
27237,That way we can invest in the research and technology that's always kept us at the cutting edge.,No
27238,"Now, Governor Romney has taken a different approach throughout this campaign.",No
27239,"Both at home and abroad, he has proposed wrong and reckless policies.",No
27240,He's praised George Bush as a good economic steward and Dick Cheney as somebody who's -- who shows great wisdom and judgment.,No
27241,And taking us back to those kinds of strategies that got us into this mess are not the way that we are going to maintain leadership in the 21st century.,No
27243,I've got a policy for the future and agenda for the future.,No
27244,"And when it comes to our economy here at home, I know what it takes to create 12 million new jobs and rising take-home pay.",No
27245,And what we've seen over the last four years is something I don't want to see over the next four years.,No
27246,The president said by now we'd be a 5.4 percent unemployment.,Yes
27247,We're 9 million jobs short of that.,Yes
27248,"I will get America working again and see rising take-home pay again, and I'll do it with five simple steps.",No
27249,"Number one, we are going to have North American energy independence.",No
27250,"We're going to do it by taking full advantage of oil, coal, gas, nuclear and our renewables.",No
27251,"Number two, we're going to increase our trade.",No
27252,Trade grows about 12 percent year.,Yes
27253,It doubles about every -- every five or so years.,Yes
27254,"We can do better than that, particularly in Latin America.",No
27255,The opportunities for us in Latin America we have just not taken advantage of fully.,No
27256,"As a matter of fact, Latin America's economy is almost as big as the economy of China.",Yes
27257,We're all focused on China.,No
27258,"Latin America is a huge opportunity for us -- time zone, language opportunities.",No
27259,"Number three, we're going to have to have training programs that work for our workers and schools that finally put the parents and the teachers and the kids first, and the teachers' unions going to have to go behind.",No
27260,And then we're going to have to get to a balanced budget.,No
27261,We can't expect entrepreneurs and businesses large and small to take their life savings or their company's money and invest in America if they think we're headed to the road to Greece.,No
27262,And that's where we're going right now unless we finally get off this spending and borrowing binge.,No
27263,And I'll get us on track to a balanced budget.,No
27264,"And finally, number five, we've got to champion small business.",No
27265,Small business is where jobs come from.,No
27266,Two-thirds of our jobs come from small businesses.,Yes
27267,New business formation is down to the lowest level in 30 years under this administration.,Yes
27268,I want to bring it back and get back good jobs and rising take-home pay.,No
27269,"Well, let's talk about what we need to compete.",No
27270,"First of all, Governor Romney talks about small businesses.",No
27271,"But, Governor, when you were in Massachusetts, small businesses development ranked about 48th, I think out of 50 states in Massachusetts, because the policies that you are promoting actually don't help small businesses.",Yes
27272,And the way you define small businesses includes folks at the very top.,No
27273,And they include you and me.,No
27274,That's not the kind of small business promotion we need.,No
27275,But let's take an example that we know is going to make a difference in the 21st century and that's our education policy.,No
27276,We didn't have a lot of chance to talk about this in the last debate.,No
27277,"You know, under my leadership, what we've done is reformed education, working with governors, 46 states.",Yes
27278,We've seen progress and gains in schools that were having a terrible time.,No
27279,And they're starting to finally make progress.,No
27280,"And what I now want to do is to hire more teachers, especially in math and science, because we know that we've fallen behind when it comes to math and science.",No
27281,And those teachers can make a difference.,No
27282,"Now, Governor Romney, when you were asked by teachers whether or not this would help the economy grow, you said this isn't going to help the economy grow.",Yes
27283,"When you were asked about reduced class sizes, you said class sizes don't make a difference.",No
27284,"But I tell you, if you talk to teachers, they will tell you it does make a difference.",No
27285,"And if we've got math teachers who are able to provide the kind of support that they need for our kids, that's what's going to determine whether or not the new businesses are created here.",No
27286,Companies are going to locate here depending on whether we've got the most highly skilled workforce.,No
27287,"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.",No
27288,"That is not good for America's position in the world, and the world notices.",No
27292,"Well -- well, I need to speak a moment...",No
27294,"... if you'll let me, Bob, just about education...",No
27296,... because I'm -- I'm so proud of the state that I had the chance to be governor of.,No
27297,We have every two years tests that look at how well our kids are doing.,No
27298,Fourth graders and eighth graders are tested in English and math.,No
27299,"While I was governor, I was proud that our fourth graders came out number one of all 50 states in English, and then also in math.",Yes
27300,And our eighth graders number one in English and also in math.,Yes
27301,First time one state had been number one in all four measures.,Yes
27302,How did we do that?,No
27303,"Well, Republicans and Democrats came together on a bipartisan basis to put in place education principles that focused on having great teachers in the classroom.",No
27305,And that was -- that was -- that was what allowed us to become the number one state in the nation.,Yes
27306,But that was 10 years before you took office.,Yes
27308,And then you cut education spending when you came into office.,Yes
27309,The first -- the first -- the first -- and we kept our schools number one in the nation.,Yes
27310,They're still number one today.,Yes
27312,"And the principles that we put in place, we also gave kids not just a graduation exam that determined whether they were up to the skills needed to -- to be able compete, but also if they graduated the quarter of their class, they got a four-year tuition- free ride at any Massachusetts public institution of higher learning.",Yes
27313,That happened before you came into office.,No
27315,"That was actually mine, actually, Mr. President.",No
27316,You got that fact wrong.,Yes
27324,"Well, let's come back and talk about the military, but all the way -- all the way through.",No
27325,"First of all, I'm going through from the very beginning -- we're going to cut about 5 percent of the discretionary budget, excluding military.",No
27329,The good news is (inaudible).,No
27330,I'd be happy to have you take a look.,No
27332,You look at how we get to a balanced budget within eight to 10 years.,No
27333,We do it by getting -- by reducing spending in a whole series of programs.,No
27334,"By the way, number one I get rid of is Obamacare.",No
27335,"There are a number of things that sound good, but frankly, we just can't afford them.",No
27336,And that one doesn't sound good and it's not affordable.,No
27337,So I'd get rid of that one from day one.,No
27338,"To the extent humanly possible, we get that out.",No
27339,"We take program after program that we don't absolutely have to have, and we get rid of them.",No
27340,"Number two, we take some programs that we are doing to keep, like Medicaid, which is a program for the poor; we'll take that healthcare program for the poor and we give it to the states to run because states run these programs more efficiently.",Yes
27341,"As a governor, I thought please, give me this program.",No
27342,"I can run this more efficiently than the federal government and states, by the way, are proving it.",No
27343,"States like Arizona, Rhode Island have taken these -- these Medicaid dollars; have shown they can run these programs more cost-effectively.",Yes
27344,I want to do those two things and get this -- get this to a balanced budget with eight -- eight to 10 years.,No
27345,"But the military -- let's get back to the military, though.",No
27349,He should have answered the first question.,No
27350,"Look, Governor Romney's called for $5 trillion of tax cuts that he says he's going to pay for by closing deductions.",Yes
27351,"Now, the math doesn't work, but he continues to claim that he's going to do it.",Yes
27352,He then wants to spend another $2 trillion on military spending that our military is not asking for.,Yes
27353,"Now, keep in mind that our military spending has gone up every single year that I've been in office.",Yes
27354,"We spend more on our military than the next 10 countries combined; China, Russia, France, the United Kingdom, you name it.",Yes
27356,"And what I did was work with our joint chiefs of staff to think about, what are we going to need in the future to make sure that we are safe?",No
27357,And that's the budget that we've put forward.,No
27358,"But, what you can't do is spend $2 trillion in additional military spending that the military is not asking for, $5 trillion on tax cuts.",Yes
27359,"You say that you're going to pay for it by closing loopholes and deductions, without naming what those loopholes and deductions are.",No
27360,And then somehow you're also going to deal with the deficit that we've already got.,No
27361,The math simply doesn't work.,Yes
27362,"But when it comes to our military, what we have to think about is not, you know just budgets, we've got to think about capabilities.",No
27363,We need to be thinking about cyber security.,No
27364,We need to be talking about space.,No
27365,"That's exactly what our budget does, but it's driven by strategy.",No
27366,It's not driven by politics.,Yes
27367,"It's not driven by members of Congress, and what they would like to see.",No
27368,"It's driven by, what are we going to need to keep the American people safe?",No
27369,"That's exactly what our budget does, and it also then allows us to reduce our deficit, which is a significant national security concern.",Yes
27370,Because we've got to make sure that our economy is strong at home so that we can project military power overseas.,No
27371,I'm pleased that I've balanced budgets.,No
27372,I was on the world of business for 25 years.,No
27373,"If you didn't balance your budget, you went out of business.",No
27374,"I went into the Olympics that was out of balance, and we got it on balance, and made a success there.",No
27375,I had the chance to be governor of a state.,No
27376,"Four years in a row, Democrats and Republicans came together to balance the budget.",No
27377,We cut taxes 19 times and balanced our budget.,Yes
27378,The president hasn't balanced a budget yet.,Yes
27379,I expect to have the opportunity to do so myself.,No
27381,I'm going to be able to balance the budget.,No
27382,"Let's talk about military spending, and that's this.",No
27386,The Navy said they needed 313 ships to carry out their mission.,Yes
27387,We're now at under 285.,Yes
27388,We're headed down to the low 200s if we go through a sequestration.,No
27390,I want to make sure that we have the ships that are required by our Navy.,No
27392,We've changed for the first time since FDR -- since FDR we had the -- we've always had the strategy of saying we could fight in two conflicts at once.,Yes
27393,Now we're changing to one conflict.,Yes
27394,"Look, this, in my view, is the highest responsibility of the President of the United States, which is to maintain the safety of the American people.",No
27395,"And I will not cut our military budget by a trillion dollars, which is a combination of the budget cuts the president has, as well as the sequestration cuts.",Yes
27396,"That, in my view, is making -- is making our future less certain and less secure.",No
27397,"Bob, I just need to comment on this.",No
27398,"First of all, the sequester is not something that I've proposed.",No
27399,It is something that Congress has proposed.,No
27401,The budget that we are talking about is not reducing our military spending.,Yes
27404,"You mentioned the Navy, for example, and that we have fewer ships than we did in 1916.",Yes
27405,"Well, Governor, we also have fewer horses and bayonets, because the nature of our military's changed.",No
27406,"We have these things called aircraft carriers, where planes land on them.",No
27407,"We have these ships that go underwater, nuclear submarines.",No
27408,"And so the question is not a game of Battleship, where we're counting slips.",No
27409,It's what are our capabilities.,No
27410,"And so when I sit down with the Secretary of the Navy and the Joint Chiefs of Staff, we determine how are we going to be best able to meet all of our defense needs in a way that also keeps faith with our troops, that also makes sure that our veterans have the kind of support that they need when they come home.",No
27411,And that is not reflected in the kind of budget that you're putting forward because it just doesn't work.,No
27413,"And, you know, we visited the website quite a bit and it still doesn't work.",No
27420,"First of all, Israel is a true friend.",Yes
27421,It is our greatest ally in the region.,No
27422,"And if Israel is attacked, America will stand with Israel.",No
27423,I've made that clear throughout my presidency.,No
27426,I will stand with Israel if they are attacked.,No
27427,"And this is the reason why, working with Israel, we have created the strongest military and intelligence cooperation between our two countries in history.",Yes
27428,"In fact, this week we'll be carrying out the largest military exercise with Israel in history, this very week.",Yes
27429,"But to the issue of Iran, as long as I'm president of the United States Iran will not get a nuclear weapon.",Yes
27430,I made that clear when I came into office.,Yes
27431,"We then organized the strongest coalition and the strongest sanctions against Iran in history, and it is crippling their economy.",Yes
27432,Their currency has dropped 80 percent.,Yes
27433,Their oil production has plunged to the lowest level since they were fighting a war with Iraq 20 years ago.,Yes
27434,So their economy is in a shambles.,Yes
27435,"And the reason we did this is because a nuclear Iran is a threat to our national security, and it is a threat to Israel's national security.",No
27436,We cannot afford to have a nuclear arms race in the most volatile region of the world.,No
27437,Iran is a state sponsor of terrorism.,Yes
27438,"And for them to be able to provide nuclear technology to non-state actors, that's unacceptable.",No
27439,And they have said that they want to see Israel wiped off the map.,Yes
27440,So the work that we've done with respect to sanctions now offers Iran a choice.,Yes
27441,"They can take the diplomatic route and end their nuclear program or they will have to face a united world and a United States president, me, who said we're not going to take any options off the table.",No
27442,"The disagreement I have with Governor Romney is that, during the course of this campaign, he's often talked as if we should take premature military action.",Yes
27443,"I think that would be a mistake, because when I've sent young men and women into harm's way, I always understand that that is the last resort, not the first resort.",No
27445,"Well, first of all, I want to underscore the same point the president mad,e which is that if I'm President of the United States, when I'm President of the United States, we will stand with Israel.",No
27446,"And if Israel is attacked, we have their back, not just diplomatically, not just culturally, but militarily.",No
27448,"Number two, with regards to Iran and the threat of Iran, there's no question but that a nuclear Iran, a nuclear-capable Iran is unacceptable to America.",No
27449,"It presents a threat not only to our friends but ultimately a threat to us to have Iran have nuclear material, nuclear weapons that could be used against us or used to be threatening to us.",No
27450,"It is also essential for us to understand what our mission is in Iran, and that is to dissuade Iran from having a nuclear weapon through peaceful and diplomatic means.",Yes
27451,"And crippling sanctions are something I called for five years ago, when I was in Israel, speaking at the Herzliya Conference.",Yes
27452,"I laid out seven steps, crippling sanctions were number one.",No
27454,You're seeing it right now in the economy.,Yes
27455,"It's absolutely the right thing to do, to have crippling sanctions.",No
27456,I would have put them in place earlier.,No
27457,But it's good that we have them.,No
27458,"Number two, something I would add today is I would tighten those sanctions.",No
27459,"I would say that ships that carry Iranian oil, can't come into our ports.",No
27461,would agree with us as well.,No
27462,"Not only ships couldn't, but I'd say companies that are moving their oil can't, people who are trading in their oil can't.",No
27463,I would tighten those sanctions further.,No
27464,"Secondly, I'd take on diplomatic isolation efforts.",No
27465,I'd make sure that Ahmadinejad is indicted under the Genocide Convention.,Yes
27466,His words amount to genocide incitation.,No
27467,I would indict him for it.,No
27468,I would also make sure that their diplomats are treated like the pariah they are around the world.,No
27469,The same way we treated the apartheid diplomats of South Africa.,No
27470,"We need to increase pressure time, and time again on Iran because anything other than a -- a -- a solution to this, which says -- which stops this -- this nuclear folly of theirs, is unacceptable to America.",No
27471,"And of course, a military action is the last resort.",No
27472,It is something one would only - only consider if all of the other avenues had been -- had been tried to their full extent.,No
27476,"Well, first of all those are reports in the newspaper.",No
27478,But our goal is to get Iran to recognize it needs to give up its nuclear program and abide by the U.N. resolutions that have been in place.,No
27479,"Because they have the opportunity to reenter the community of nations, and we would welcome that.",No
27480,There -- there are people in Iran who have the same aspirations as people all around the world for a better life.,No
27481,"And we hope that their leadership takes the right decision, but the deal we'll accept is they end their nuclear program.",No
27483,And I'm glad that Governor Romney agrees with the steps that we're taking.,No
27484,"You know, there have been times, Governor, frankly, during the course of this campaign, where it sounded like you thought that you'd do the same things we did, but you'd say them louder and somehow that -- that would make a difference.",No
27485,And it turns out that the work involved in setting up these crippling sanctions is painstaking.,No
27487,We started from the day we got into office.,No
27488,"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.",No
27489,Because if it's just us that are imposing sanctions -- we've had sanctions in place a long time.,No
27490,It's because we got everybody to agree that Iran is seeing so much pressure.,No
27491,And we've got to maintain that pressure.,No
27492,"There is a deal to be had, and that is that they abide by the rules that have already been established.",No
27493,They convince the international community they are not pursuing a nuclear program.,No
27494,There are inspections that are very intrusive.,No
27495,"But over time, what they can do is regain credibility.",No
27496,"In the meantime, though, we're not going to let up the pressure until we have clear evidence that that takes place.",No
27497,And one last thing -- just -- just to make this point.,No
27499,We're not going to allow Iran to perpetually engage in negotiations that lead nowhere.,No
27500,And I've been very clear to them.,No
27501,"You know, because of the intelligence coordination that we do with a range of countries, including Israel, we have a sense of when they would get breakout capacity, which means that we would not be able to intervene in time to stop their nuclear program.",Yes
27502,And that clock is ticking.,No
27505,"I think from the very beginning, one of the challenges we've had with Iran is that they have looked at this administration, and felt that the administration was not as strong as it needed to be.",No
27506,I think they saw weakness where they had expected to find American strength.,No
27507,"And I say that because from the very beginning, the president in his campaign four years ago, said he would meet with all the world's worst actors in his first year, he'd sit down with Chavez and Kim Jong-il, with Castro and President Ahmadinejad of Iran.",Yes
27508,"And I think they looked and thought, well, that's an unusual honor to receive from the President of the United States.",No
27509,"And then the president began what I have called an apology tour, of going to various nations in the Middle East and criticizing America.",Yes
27510,I think they looked at that and saw weakness.,No
27511,"Then when there were dissidents in the streets of Tehran, a Green Revolution, holding signs saying, is America with us, the president was silent.",No
27512,I think they noticed that as well.,No
27513,"And I think that when the president said he was going to create daylight between ourselves and Israel, that they noticed that as well.",No
27514,"All of these things suggested, I think, to the Iranian mullahs that, hey, you know, we can keep on pushing along here, we can keep talks going on, we're just going to keep on spinning centrifuges.",No
27515,"Now there are some 10,000 centrifuges spinning uranium, preparing to create a nuclear threat to the United States and to the world.",Yes
27516,"That's unacceptable for us, and it's essential for a president to show strength from the very beginning, to make it very clear what is acceptable and not acceptable.",No
27517,And an Iranian nuclear program is not acceptable to us.,No
27518,They must not develop nuclear capability.,No
27520,They need to be tightened.,No
27521,Our diplomatic isolation needs to be tougher.,No
27522,We need to indict Ahmadinejad.,No
27523,"We need to put the pressure on them as hard as we possibly can, because if we do that, we won't have to take the military action.",No
27524,"Bob, let me just respond.",No
27525,"Nothing Governor Romney just said is true, starting with this notion of me apologizing.",No
27526,This has been probably the biggest whopper that's been told during the course of this campaign.,No
27527,"And every fact checker and every reporter who's looked at it, Governor, has said this is not true.",Yes
27528,"And when it comes to tightening sanctions, look, as I said before, we've put in the toughest, most crippling sanctions ever.",Yes
27529,"And the fact is, while we were coordinating an international coalition to make sure these sanctions were effective, you were still invested in a Chinese state oil company that was doing business with the Iranian oil sector.",Yes
27530,"So I'll let the American people decide, judge, who's going to be more effective and more credible when it comes to imposing crippling sanctions.",No
27531,"And with respect to our attitude about the Iranian revolution, I was very clear about the murderous activities that had taken place and that was contrary to international law and everything that civilized people stand for.",Yes
27532,And -- and so the strength that we have shown in Iran is shown by the fact that we've been able to mobilize the world.,No
27533,"When I came into office, the world was divided.",No
27535,"Iran is at its weakest point, economically, strategically, militarily, then since -- then in many years.",Yes
27536,And we are going to continue to keep the pressure on to make sure that they do not get a nuclear weapon.,No
27537,That's in America's national interest and that will be the case so long as I'm president.,Yes
27538,We're four years closer to a nuclear Iran.,Yes
27539,We're four years closer to a nuclear Iran.,Yes
27540,And -- and -- we should not have wasted these four years to the extent they -- they continue to be able to spin these centrifuges and get that much closer.,No
27542,"Number two, Mr. President, the reason I call it an apology tour is because you went to the Middle East and you flew to Egypt and to Saudi Arabia and to Turkey and Iraq.",No
27543,"And by the way, you skipped Israel, our closest friend in the region, but you went to the other nations.",Yes
27544,"And by the way, they noticed that you skipped Israel.",No
27545,"And then in those nations, and on Arabic TV, you said that America had been dismissive and derisive.",No
27546,You said that on occasion America had dictated to other nations.,No
27547,"Mr. President, America has not dictated to other nations.",No
27548,We have freed other nations from dictators.,Yes
27549,"Bob, let me -- let me respond.",No
27550,"If we're going to talk about trips that we've taken -- when I was a candidate for office, first trip I took was to visit our troops.",No
27551,"And when I went to Israel as a candidate, I didn't take donors.",Yes
27553,"I went to Yad Beshef (ph), the Holocaust museum there, to remind myself the nature of evil and why our bond with Israel will be unbreakable.",No
27554,"And then I went down to the border towns of Storok (ph), which had experienced missiles raining dowm from Hamas.",No
27555,And I saw families there who showed me there where missiles had come down near their children's bedrooms.,No
27556,And I was reminded of what that would mean if those were my kids.,No
27557,"Which is why as president, we funded an Iron Dome program to stop those missiles.",Yes
27558,"So that's how I've used my travels, when I travel to Israel and when I travel to the region.",No
27559,And the -- the central question at this point is going to be: Who is going to be credible to all parties involved?,No
27560,"And they can look at my track record, whether it's Iran sanctions, whether it's dealing with counterterrorism, whether it's supporting democracy, whether it's supporting women's rights, whether it's supporting religious minorities.",No
27561,And they can say that the President of the United States and the United States of America has stood on the right side of history.,No
27562,And that kind of credibility is precisely why we've been able to show leadership on a wide range of issues facing the world right now.,No
27566,"Bob, let's not go into hypotheticals of that nature.",No
27567,"Our relationship with Israel, my relationship with the prime minister of Israel is such that we would not get a call saying our bombers are on the way, or their fighters are on the way.",No
27568,This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,No
27573,But let me -- let me come back -- we can come back.,No
27574,"Let's come back to what the president was speaking about, which is what's happening in the world and the president's statement that things are going so well.",No
27575,"Look, I look at what's happening around the world, and i see Iran four years closer to a bomb.",No
27576,"I see the Middle East with a rising tide of violence, chaos, tumult.",No
27577,"I see jihadists continuing to spread, whether they're rising or just about the same level, hard to precisely measure, but it's clear they're there.",Yes
27579,"I see Syria with 30,000 civilians dead, Assad still in power.",Yes
27580,"I see our trade deficit with China, larger than it's -- growing larger every year, as a matter of fact.",Yes
27581,"I look around the world and I don't feel that you see North Korea, continuing to export their nuclear technology, Russia said they're not going to follow Nunn-Lugar any more.",Yes
27582,They're back away from a nuclear proliferation treaty that we had with them.,Yes
27583,"I look around the world, I don't see our influence growing around the world.",No
27584,"I see our influence receding, in part because of the failure of the president to deal with our economic challenges at home; in part because of our withdrawal from our commitment to our military in the way I think it ought to be; in part because of the -- the -- the turmoil with Israel.",No
27585,"I mean, the president received a letter from 38 Democrat senators saying the tensions with Israel were a real problem.",Yes
27586,"They asked him, please repair the tension -- Democrat senators -- please repair the tension...",No
27588,... the damage in his -- in his own party.,No
27589,"Governor, the problem is, is that on a whole range of issues, whether it's the Middle East, whether it's Afghanistan, whether it's Iraq, whether it's now Iran, you've been all over the map.",No
27590,"I mean, I'm -- I'm pleased that you now are endorsing our policy of applying diplomatic pressure and potentially having bilateral discussions with the Iranians to end their nuclear program.",No
27591,But just a few years ago you said that's something you'd never do.,Yes
27592,"In the same way that you initially opposed a timetable in Afghanistan, now you're for it, although it depends.",Yes
27593,"In the same way that you say you would have ended the war in Iraq, but recently gave a speech saying that we should have 20,000 more folks in there.",Yes
27594,The same way that you said that it was mission creep to go after Gadhafi.,No
27595,"When it comes to going after Osama bin Laden, you said, well, any president would make that call.",Yes
27596,"But when you were a candidate in 2008, as I was, and I said if I got bin Laden in our sights I would take that shot, you said we shouldn't move heaven and earth to get one man.",Yes
27597,And you said we should ask Pakistan for permission.,No
27598,"And if we had asked Pakistan permission, we would not have gotten him.",No
27599,And it was worth moving heaven and earth to get him.,No
27600,"You know, after we killed bin Laden I was at ground zero for a memorial and talked to a young women who was four years old when 9/11 happened.",No
27601,"And the last conversation she had with her father was him calling from the twin towers, saying ""Peyton (ph), I love you and I will always watch over you.""",No
27602,"And for the next decade, she was haunted by that conversation.",No
27603,"And she said to me, ""You know, by finally getting bin Laden, that brought some closure to me.""",No
27604,"And when we do things like that -- when we bring those who have harmed us to justice, that sends a message to the world and it tells Peyton (ph) that we did not forget her father.",No
27605,"And I make that point because that's the kind of clarity of leadership, and those decisions are not always popular.",No
27606,Those decisions generally -- generally are not poll-tested.,No
27607,"And even some in my own party, including my current vice president, had the same critique as you did.",No
27608,"But what the American people understand is that I look at what we need to get done to keep the American people safe and to move our interests forward, and I make those decisions.",No
27613,You can't -- but you can't have the president just lay out a whole series of items without giving me a chance to respond.,No
27622,"Well, we're going to be finished by 2014, and when I'm president, we'll make sure we bring our troops out by the end of 2014.",No
27623,The commanders and the generals there are on track to do so.,No
27624,We've seen progress over the past several years.,Yes
27625,The surge has been successful and the training program is proceeding apace.,Yes
27626,"There are now a large number of Afghan Security Forces, 350,000 that are ready to step in to provide security and we're going to be able to make that transition by the end of 2014.",Yes
27627,So our troops will come home at that point.,Yes
27628,"I can tell you at the same time, that we will make sure that we look at what's happening in Pakistan, and recognize that what's happening in Pakistan is going to have a major impact on the success in Afghanistan.",No
27629,And I say that because I know a lot of people that feel like we should just brush our hands and walk away.,No
27630,"And I don't mean you, Mr. President, but some people in the -- in our nation feel that Pakistan is being nice to us, and that we should walk away fro mthem.",No
27631,"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.",Yes
27632,They'll have more than Great Britain sometime in the -- in the relatively near future.,No
27633,They also have the Haqqani Network and the Taliban existent within their country.,Yes
27634,"And so a Pakistan that falls apart, becomes a failed state, would be of extraordinary danger to Afghanistan and to us.",No
27635,And so we're going to have to remain helpful in encouraging Pakistan to move towards a more stable government and rebuild the relationship with us.,No
27636,And that means that our aid that we provide to Pakistan is going to have to be conditioned upon certain benchmarks being met.,No
27637,"So for me, I look at this as both a need to help move Pakistan in the right direction, and also to get Afghanistan to be ready, and they will be ready by the end of 2014.",No
27639,"When I came into office, we were still bogged down in Iraq and Afghanistan had been drifting for a decade.",Yes
27640,"We ended the war in Iraq, refocused our attention on Afghanistan, and we did deliver a surge of troops.",No
27641,That was facilitated in part because we had ended the war in Iraq.,No
27642,And we are now in a position where we have met many of the objectives that got us there in the first place.,No
27643,Part of what had happened is we'd forgotten why we had gone.,No
27644,"We went because there were people who were responsible for 3,000 American deaths.",Yes
27645,And so we decimated Al Qaida's core leadership in the border regions between Afghanistan and Pakistan.,Yes
